timestamp,text,hasTrump,highlight
2016-12-07 11:19:02,"John F. Kelly, a retired general whose son was killed in combat, is Donald Trump's choice to lead the department of homeland security",TRUE,FALSE
2016-12-07 14:09:43,"Donald Trump has selected Scott Pruitt, the Oklahoma attorney general and a close ally of the fossil fuel industry, to run the E.P.A.",TRUE,FALSE
2016-12-08 11:45:43,Donald Trump is expected to pick the fast-food executive Andrew Puzder as labor secretary. He is against raising the minimum wage.,TRUE,FALSE
2016-12-08 15:46:05,"John Glenn has died at 95. A hero of the space age, he was the first American to orbit Earth, and later served in the Senate.",FALSE,FALSE
2016-12-09 2:15:20,South Korea’s Parliament voted to impeach President Park Geun-hye over a corruption scandal. She will be suspended from office.,FALSE,FALSE
2016-12-09 6:18:36,A new report by the world’s antidoping watchdog has laid out mountainous proof of Russia’s systematic doping program,FALSE,FALSE
2016-12-09 12:45:20,President Obama has ordered intelligence agencies to produce a full report on Russian efforts to influence the 2016 election,TRUE,FALSE
2016-12-09 23:01:33,"U.S. intelligence agencies have ""high confidence"" Russia acted covertly to help Donald Trump in the election, officials said",TRUE,TRUE
2016-12-10 16:17:10,"Rex Tillerson, the Exxon Mobil chief with ties to Vladimir Putin, is expected to be Donald Trump's pick for secretary of state",TRUE,FALSE
2016-12-12 11:26:17,Senator Mitch McConnell said he supported congressional investigations of possible Russian cyberattacks to influence the election,TRUE,FALSE
2016-12-12 22:19:18,"Donald Trump will name Rex Tillerson as secretary of state, dismissing concerns the Exxon chief is too cozy with Vladimir Putin",TRUE,FALSE
2016-12-13 9:44:50,"Donald Trump will pick Rick Perry as energy secretary. While running for president in 2012, Mr. Perry proposed scrapping the department.",TRUE,FALSE
2016-12-14 14:14:53,"The Federal Reserve raised interest rates for just the second time since the 2008 crisis, citing steady economic growth",FALSE,FALSE
2016-12-14 17:31:47,"Over 1 billion Yahoo accounts were hacked in 2013, the company said. Among the stolen data were passwords and security questions.",FALSE,FALSE
2016-12-15 15:36:29,"Dylann Roof, the white supremacist who shot nine black parishioners in Charleston, S.C., has been found guilty on all counts",FALSE,FALSE
2016-12-15 23:37:51,"For his envoy to Israel, Donald Trump has chosen a supporter of West Bank settlements who has insulted left-leaning American Jews",TRUE,FALSE
2016-12-16 11:31:20,"Hillary Clinton called Russia's hacking an “attack against our country” prompted by Vladimir Putin's ""personal beef"" against her",TRUE,FALSE
2016-12-16 13:12:40,The Pentagon has demanded that China return an underwater drone seized by its warship in open waters in the South China Sea,FALSE,FALSE
2016-12-16 16:08:50,"President Obama defended his restrained response to hacking before the election but says he warned Russia, ""We can do stuff to you""",TRUE,FALSE
2016-12-17 13:21:07,"Beijing agreed to return a drone seized in international waters, the Pentagon said. The incident elevated U.S.-China tensions.",FALSE,FALSE
2016-12-17 14:46:53,"Dr. Henry Heimlich is dead at 96. He developed and championed an anti-choking technique that saved an estimated 100,000 lives.",FALSE,FALSE
2016-12-18 18:32:05,"Zsa Zsa Gabor has died. Married eight times and with a modest acting career, she was famous for being famous. She was thought to be 99.",FALSE,FALSE
2016-12-19 9:20:52,The chief of the I.M.F. has been convicted of criminal charges. Christine Lagarde may be forced from her post and faces jail time.,FALSE,FALSE
2016-12-19 12:05:17,"A gunman shot at the Russian ambassador to Turkey in Ankara, seriously wounding him, Turkish news media reported",FALSE,FALSE
2016-12-19 13:45:54,"Russia said its ambassador to Turkey has died, and called his killer a terrorist. Video shows the man saying, “Don't forget Syria!”",FALSE,FALSE
2016-12-19 15:26:47,"A truck drove into a Christmas market in Berlin, killing 9 people and injuring several others. The police believe it was an attack.",FALSE,FALSE
2016-12-19 17:35:09,"The Electoral College met and officially gave Donald Trump over 270 electoral votes, with scant evidence of a revolt among electors",TRUE,FALSE
2016-12-20 15:24:59,"A man held in the German truck attack was freed for lack of evidence. ISIS has claimed responsibility, and the culprit is at large.",FALSE,FALSE
2016-12-20 16:55:42,"President Obama has banned drilling in wide areas of the Atlantic and Arctic, a move he said could not be reversed by a successor",FALSE,FALSE
2016-12-21 22:43:48,North Carolina failed to repeal a state law limiting gay and transgender rights that has prompted economic boycotts and lawsuits,FALSE,FALSE
2016-12-22 14:11:50,"In a turning point in the Syrian war, the government has taken full control of Aleppo after the last evacuation of rebel-held areas",FALSE,FALSE
2016-12-23 5:16:45,"The Tunisian man suspected in the attack at a Christmas market in Berlin has been fatally shot outside Milan, the police said",FALSE,FALSE
2016-12-23 10:47:35,Money is pouring into immunotherapy research for cancer. But most of the patients who get into experimental trials are white.,FALSE,FALSE
2016-12-23 14:33:15,"The U.S. abstained in a U.N. vote against Israel’s settlement policy, defying calls to veto from Israel and Donald Trump",TRUE,FALSE
2016-12-25 18:47:17,"George Michael, an icon of pop music who infused social commentary with a dance-club beat, has died. He was 53.",FALSE,FALSE
2016-12-27 13:14:07,"Carrie Fisher is dead at 60. She won overnight fame as Princess Leia, a damsel who could deal with her own distress.",FALSE,FALSE
2016-12-27 16:38:02,"Russian officials admitted to The Times that they carried out widespread Olympic doping, saying it was an ""institutional conspiracy""",FALSE,FALSE
2016-12-28 12:00:42,"John Kerry harshly rebuked Israel over its settlements, saying the U.S. couldn't allow ""a two-state solution to be destroyed""",FALSE,FALSE
2016-12-28 21:06:55,"Debbie Reynolds has died at 84, a day after the death of her daughter, Carrie Fisher. Her best-known role was in ""Singin' in the Rain."" ",FALSE,FALSE
2016-12-29 7:23:03,"Russia, Syria and Turkey announced a cease-fire for Syria. It wasn't immediately clear who was speaking for the rebels.",FALSE,FALSE
2016-12-29 14:01:36,"President Obama imposed sanctions on Russia, the strongest U.S. response to foreign hacking. The move could box in Donald Trump.",TRUE,FALSE
2016-12-29 18:19:40,Donald Trump responded to Russian sanctions by reiterating his call to “move on.” But he pledged to meet with intelligence officials.,TRUE,FALSE
2016-12-30 6:02:47,Russia is retaliating a day after the U.S. announced sanctions. Moscow plans to expel 35 American diplomats as part of its response.,TRUE,FALSE
2016-12-30 8:03:51,"Vladimir Putin won't expel 35 U.S. diplomats, as his foreign minister urged, apparently betting on better ties under Donald Trump",TRUE,FALSE
2016-12-30 18:03:31,China plans to ban all commerce in ivory by the end of 2017. The move could deal a major blow to elephant poaching in Africa.,FALSE,FALSE
2016-12-31 19:54:39,At least 35 were killed and dozens wounded in a terrorist attack at a packed Istanbul nightclub,FALSE,FALSE
2017-01-02 21:29:35,"House Republicans voted to gut the congressional ethics office, set up after corruption scandals. The move was made without notice.",FALSE,FALSE
2017-01-03 10:31:02,"Donald Trump rebuked House Republicans, saying there were more important things to do than “weakening"" the independent ethics office ",TRUE,FALSE
2017-01-03 12:24:40,"House Republicans reversed course and withdrew a plan to gut an ethics office, after intense criticism from Donald Trump and others",TRUE,FALSE
2017-01-03 12:30:19,"Fox News is losing its star anchor Megyn Kelly. She will move to NBC, where she will have her own daytime and weekend shows.",FALSE,FALSE
2017-01-05 15:01:15,"Dan Coats, a former senator, is Donald Trump's pick for national intelligence chief, a job some in his team see as superfluous",TRUE,FALSE
2017-01-06 11:12:22,"Donald Trump, in an interview with The Times, called the storm around Russian hacking before the election ""a political witch hunt”",TRUE,FALSE
2017-01-06 14:02:53,"A shooting at the airport in Fort Lauderdale, Fla., left a number of people dead, the sheriff said. One person is in custody.",FALSE,FALSE
2017-01-06 15:27:48,"Donald Trump, after an intelligence briefing, conceded that Russia was among the possible culprits in the hacking of the D.N.C.",TRUE,FALSE
2017-01-06 16:34:47,"Vladimir Putin “ordered an influence campaign” aimed at helping Donald Trump win, a declassified intelligence report concludes",TRUE,FALSE
2017-01-08 12:01:55,"Ali Akbar Hashemi-Rafsanjani, former president of Iran, dies at 82",FALSE,FALSE
2017-01-08 23:05:53,"At the Golden Globes, ""La La Land"" had a record night, “Moonlight"" won for drama and Meryl Streep forcefully criticized Donald Trump",TRUE,FALSE
2017-01-09 13:24:22,"Donald Trump will name his son-in-law, Jared Kushner, to a senior White House role. The move could test anti-nepotism laws.",TRUE,FALSE
2017-01-10 0:31:20,"In a wild second half, Clemson scored with 1 second left to stun Alabama, 35-31, and claim college football's national title",FALSE,FALSE
2017-01-10 12:21:58,"Fox News secretly settled sexual harassment claims against Bill O’Reilly shortly after Roger Ailes was ousted, documents show",FALSE,FALSE
2017-01-10 12:26:12,The attorney general nominee Jeff Sessions said that waterboarding is illegal and that he opposes banning Muslims from the U.S.,TRUE,FALSE
2017-01-10 13:40:14,"Donald Trump wants Republicans to repeal the Affordable Care Act immediately and replace it ""shortly thereafter,"" he told The Times",TRUE,FALSE
2017-01-10 16:52:41,A jury has sentenced Dylann Roof to die. The white supremacist showed no remorse for killing 9 at a black church in South Carolina.,FALSE,FALSE
2017-01-10 19:03:01,Intelligence chiefs told President Obama and Donald Trump of unsubstantiated reports that Russia had salacious information on Mr. Trump,TRUE,FALSE
2017-01-10 21:04:03,"In his last major turn on the national stage, President Obama is expected to stress unity. Watch live video of his Chicago speech.",FALSE,FALSE
2017-01-11 11:47:23,"Donald Trump will turn over business operations to a trust run by his sons and an associate, but won’t divest himself of his empire",TRUE,FALSE
2017-01-11 22:11:17,"How did the unverified stories on Donald Trump emerge? Look to the hidden side of presidential campaigns, and their sleuths-for-hire.",TRUE,FALSE
2017-01-12 1:44:20,"The Senate has taken a major step toward repealing the Affordable Care Act, paving the way for legislation to dismantle the law",TRUE,FALSE
2017-01-12 11:37:39,"The E.P.A. accused Fiat Chrysler of cheating on emissions tests on 100,000 diesel vehicles, a case with echoes of the VW scandal",FALSE,FALSE
2017-01-12 13:40:45,The F.B.I. chief James Comey is facing an internal investigation into his pre-election actions on the Clinton email case,FALSE,FALSE
2017-01-12 17:35:35,"President Obama is ending a policy that allows Cubans who reach U.S. soil to stay legally, a move long sought by Cuba",FALSE,FALSE
2017-01-13 11:18:28,"The Chicago police have systemically violated civil rights, says a scathing Justice Department report following a 13-month inquiry",FALSE,FALSE
2017-01-13 15:35:50,"The House joined the Senate in taking a major step toward repealing Obamacare, adding urgency to the question of what comes next",TRUE,FALSE
2017-01-14 23:18:03,"After a 146-year run, Ringling Bros. circus will fold its tent for good in May. Tickets sales fell after it phased out elephants.",FALSE,FALSE
2017-01-15 23:49:06,South Korea is seeking to arrest the head of Samsung for his role in the corruption scandal that led to the president's impeachment,FALSE,FALSE
2017-01-16 11:44:47,The wife of the Orlando nightclub gunman has been arrested by the F.B.I. and charged with obstruction of justice,FALSE,FALSE
2017-01-16 17:12:04,"A suspect has been arrested in relation to the New Year's shooting that left 39 dead in an Istanbul nightclub, Turkish media said",FALSE,FALSE
2017-01-16 20:35:29,"Gene Cernan, the astronaut known for his daring and the last man to walk on the moon, has died. He was 82.",FALSE,FALSE
2017-01-17 7:34:38,"Britain's leader, in a major speech, backed a clean break from the E.U., its single market and its court system",FALSE,FALSE
2017-01-17 11:24:50,"18 million would lose insurance and premiums would soar in 2018 if Obamacare is partially repealed, a congressional study says",FALSE,FALSE
2017-01-17 13:00:00,Nigeria mistakenly bombed a refugee camp while hunting militants. Doctors Without Borders counted 50 people dead and 120 injured.,FALSE,FALSE
2017-01-17 16:17:39,"Chelsea Manning, the ex-Army analyst who gave files to WikiLeaks, will be freed in May. President Obama is commuting her sentence.",FALSE,FALSE
2017-01-18 10:31:15,"The Earth hit a temperature record for the third year in a row, confirming that ""we’re undergoing big changes,” a top scientist said",FALSE,FALSE
2017-01-19 18:18:04,"The Mexican drug kingpin Joaquín Guzmán Loera, a master of escape known as El Chapo, has been extradited to the United States",FALSE,FALSE
2017-01-19 21:21:55,U.S. intelligence agencies are examining intercepted communications and data for links between Donald Trump's associates and Russia,TRUE,FALSE
2017-01-20 10:11:22,Donald Trump is now meeting with the Obamas at the White House; he’ll be sworn in around 11:45 Eastern. Get live video and analysis.,TRUE,FALSE
2017-01-20 12:00:33,Donald John Trump has placed his hand on two Bibles and taken the oath of office. He is now the 45th president of the United States.,TRUE,TRUE
2017-01-20 16:36:18,"Protesters in Washington smashed windows and lit fires, and clashed with police trying to disperse them. At least 95 were arrested.",TRUE,FALSE
2017-01-20 21:57:05,"President Trump's first policy action was an executive order targeting Obamacare, acting on his pledge to eviscerate the law",TRUE,FALSE
2017-01-21 18:46:39,"Amid mass protests nationwide, President Trump and his spokesman accused the media of understating the turnout for his inauguration",TRUE,FALSE
2017-01-23 12:03:29,"President Trump has declared that the U.S. won’t join the Trans-Pacific Partnership, a sweeping trade pact negotiated by Barack Obama",TRUE,FALSE
2017-01-23 21:45:51,"Speaking to lawmakers, President Trump again falsely claimed that illegal immigrants had cost him the popular vote",TRUE,FALSE
2017-01-24 8:55:06,President Trump plans to keep James B. Comey as director of the F.B.I. The agency is investigating Mr. Trump's associates.,TRUE,FALSE
2017-01-24 9:06:37,"The Oscar nominations included two records: “La La Land” got 14 nods, a tie for the most ever, and 6 black actors were nominated",FALSE,FALSE
2017-01-24 10:40:40,"Emboldened by President Trump, Israel approved 2,500 new settlement homes in the West Bank in a defiant wave of construction",TRUE,FALSE
2017-01-24 11:38:48,"President Trump is reviving the Keystone XL pipeline, which President Obama had blocked after opposition by environmental groups",TRUE,FALSE
2017-01-24 21:48:54,"President Trump is ordering construction of a Mexican wall, and may unveil plans to curtail immigration from ""terror prone"" nations",TRUE,FALSE
2017-01-25 14:50:17,Mary Tyler Moore is dead at 80. She starred in one of the most popular TV shows ever and helped define a new vision of womanhood.,FALSE,FALSE
2017-01-26 12:07:01,"Mexico’s president canceled a visit with President Trump, as tensions rose over his insistence that Mexico pay for a border wall",TRUE,FALSE
2017-01-26 15:08:31,"President Trump's strategist Stephen Bannon attacked the media as the ""opposition"" and said it should ""keep its mouth shut""",TRUE,FALSE
2017-01-26 15:45:42,"President Trump has proposed a 20 percent tax on all Mexican imports to pay for the border wall, his spokesman said",TRUE,FALSE
2017-01-27 23:03:12,President Trump's temporary ban on refugees establishes a religious test: Christians from Muslim  nations will be given priority,TRUE,TRUE
2017-01-28 8:15:50,"Refugees have been stopped and detained at U.S. airports under President Trump's immigration ban, prompting legal action",TRUE,FALSE
2017-01-28 21:31:34,"A federal judge stayed part of President Trump's immigration order, barring refugees stopped at U.S. airports from being sent back",TRUE,FALSE
2017-01-29 8:24:00,"One U.S. commando was killed and four were hurt in President Trump’s first counterterrorism offensive, an attack in Yemen",TRUE,FALSE
2017-01-29 10:48:33,"After protests, the Trump administration seemed to scale back the president's immigration ban, but confusion continued",TRUE,FALSE
2017-01-29 22:15:54,"Gunmen killed five people at a mosque in Quebec City after they opened fire during evening prayers, the mosque's president said",FALSE,FALSE
2017-01-30 18:32:10,"The acting attorney general, an Obama holdover, has ordered the Justice Department not to defend President Trump's immigration order",TRUE,FALSE
2017-01-30 20:32:27,"Paving the way for transgender scouts, the Boy Scouts of America will accept members based on the gender listed on their application",FALSE,FALSE
2017-01-30 21:28:31,President Trump has fired the acting attorney general after she told Justice Dept. lawyers not to defend his immigration ban,TRUE,FALSE
2017-01-31 20:06:07,Neil Gorsuch is President Trump’s Supreme Court pick. The federal judge resembles Antonin Scalia in both philosophy and style.,TRUE,FALSE
2017-02-01 14:57:46,The Senate confirmed Rex Tillerson as secretary of state. The narrow vote was among the most contentious for that role in recent history.,TRUE,FALSE
2017-02-02 10:22:39,"President Trump said he would ""totally destroy"" limits on political activity by tax-exempt churches. Congress would have to act.",TRUE,FALSE
2017-02-02 18:55:40,"President Trump unexpectedly shifted his stance on Israel, warning Prime Minister Netanyahu to hold off on settlement construction",TRUE,FALSE
2017-02-02 21:16:35,"President Trump is embracing key aspects of Barack Obama's strategy, refusing to lift sanctions on Russia and imposing new ones on Iran",TRUE,FALSE
2017-02-03 13:42:43,President Trump and Republican lawmakers have begun an assault on financial regulation. Democrats called it a gift to Wall Street.,TRUE,FALSE
2017-02-03 14:47:03,"President Trump’s order led the U.S. to revoke most visas from 7 countries — officially about 60,000, though a lawyer said more",TRUE,FALSE
2017-02-03 22:42:53,"President Trump’s pick for Army secretary, Vincent Viola, dropped out. The billionaire Wall St. trader cited business conflicts.",TRUE,FALSE
2017-02-03 22:52:43,Airlines were allowing formerly barred passengers to fly after a federal judge blocked President Trump's immigration order nationwide,TRUE,FALSE
2017-02-04 19:54:42,The Trump administration moved to appeal a ruling blocking its immigration order just as the nation began opening its doors again,TRUE,FALSE
2017-02-05 5:21:41,An appeals court has rejected the Trump administration's request to immediately reinstate its immigration order,TRUE,FALSE
2017-02-05 22:30:22,"The New England Patriots are champs again, erasing a 25-point deficit to beat Atlanta, 34-28, in the first Super Bowl to go to overtime",FALSE,FALSE
2017-02-06 18:33:59,"The Justice Department urged an appeals court to reinstate President Trump's travel ban, saying national security depends on it",TRUE,FALSE
2017-02-07 12:30:15,"Betsy DeVos has been confirmed as education secretary — barely. The vice president had to break a tie, a first for a cabinet pick.",TRUE,FALSE
2017-02-07 18:01:09,An appeals court is about to hear arguments on President Trump’s immigration ban. Tune in live and get analysis from Times reporters.,TRUE,FALSE
2017-02-07 19:44:22,An appellate panel expressed skepticism over Justice Dept. arguments in favor of President Trump's targeted travel ban,TRUE,FALSE
2017-02-08 18:03:30,The Supreme Court nominee Neil Gorsuch called President Trump’s attack on federal judges “demoralizing” and “disheartening”,TRUE,FALSE
2017-02-08 19:24:40,"Jeff Sessions has been confirmed as attorney general, a day after a Senate flare-up over Elizabeth Warren’s criticism of his record",TRUE,FALSE
2017-02-09 18:19:47,President Trump’s travel ban remains blocked: An appeals court rejected a bid to reinstate it. An appeal to the Supreme Court is likely.,TRUE,FALSE
2017-02-09 21:06:22,"Is the president of China giving President Trump the silent treatment? Some officials think so, citing Mr. Trump's early provocations.",TRUE,FALSE
2017-02-09 23:42:53,"In a phone call, President Trump told President Xi Jinping that he endorses the ""One China"" policy, after months of silence and tension",TRUE,FALSE
2017-02-12 15:10:45,"Al Jarreau has died at 76. The versatile singer won seven Grammy Awards for his work in pop, R&B and his first love, jazz.",FALSE,FALSE
2017-02-12 23:45:52,"Adele tearfully accepted album of the year at the Grammys, and sets by Beyoncé and A Tribe Called Quest were the talk of the show",FALSE,FALSE
2017-02-13 21:30:58,"Michael Flynn, the national security adviser, is said to have misled senior officials about his conversation with a Russian diplomat",TRUE,FALSE
2017-02-13 23:07:32,"Michael Flynn is said to have resigned as President Trump's national security adviser, facing accusations about his dealings with Russia",TRUE,TRUE
2017-02-14 11:47:02,"President Trump faces a new test: Russia has secretly deployed a cruise missile that violates a crucial arms treaty, officials say",TRUE,FALSE
2017-02-14 12:42:17,"The nearly 40-year case of Etan Patz, the first missing child shown on a milk carton, is solved. An ex-deli worker was convicted.",FALSE,FALSE
2017-02-14 13:43:39,"President Trump knew for weeks that Michael Flynn wasn’t truthful about his Russian calls, his spokesman said, leading to his firing",TRUE,FALSE
2017-02-14 15:01:07,"The F.B.I. questioned Michael Flynn early in his tenure about his calls with Russia, officials said, raising the stakes of the scandal",TRUE,FALSE
2017-02-14 21:16:04,"Intercepted calls show members of the Trump campaign had repeated contact with Russian intelligence before the election, officials said",TRUE,FALSE
2017-02-15 13:02:53,"President Trump said he “can live with” a one-state solution to the Israeli-Palestinian conflict, bucking decades of U.S. policy",TRUE,FALSE
2017-02-15 15:51:11,"President Trump’s pick for labor secretary, Andrew Puzder, has withdrawn amid doubts that he’d have enough votes to be confirmed",TRUE,FALSE
2017-02-17 13:20:38,A seasoned legal opponent of the E.P.A. will now run it. Scott Pruitt was confirmed after Senate Democrats' all-night protest.,TRUE,FALSE
2017-02-18 13:33:13,"The anonymous plaintiff in Roe v. Wade has died. Norma McCorvey was a symbol of abortion rights, but reversed her views later in life.",FALSE,FALSE
2017-02-18 14:03:38,"Omar Abdel Rahman, the blind Islamic cleric found guilty of a 1993 plot to wage ""a war of urban terrorism"" in the U.S., has died",FALSE,FALSE
2017-02-20 15:09:23,"Lt. Gen. H.R. McMaster, a widely respected military strategist, has been named President Trump's national security adviser",TRUE,FALSE
2017-02-21 11:24:08,"The Trump administration detailed its new immigration policy, which greatly expands the categories of people subject to deportation",TRUE,FALSE
2017-02-22 13:03:30,Seven newly identified planets orbiting a nearby star offer a realistic chance to seek signs of life beyond the solar system,FALSE,FALSE
2017-02-22 19:58:30,The Trump administration has rescinded protections for transgender students that allowed them to use bathrooms of their choice,TRUE,FALSE
2017-02-23 20:31:47,"A banned chemical weapon, VX nerve agent, was used to kill the half-brother of North Korea’s dictator, the Malaysian police said",FALSE,FALSE
2017-02-24 9:47:07,"In a defeat for Bill Cosby, a judge ruled that a second woman who says he sexually assaulted her can testify at his trial",FALSE,FALSE
2017-02-24 14:29:09,"Journalists from several organizations, including The Times, were kept from attending a briefing by President Trump’s press secretary",TRUE,FALSE
2017-02-25 15:43:36,"Democrats elected former Labor Secretary Thomas Perez as party chairman over Keith Ellison, a liberal from Minnesota",FALSE,FALSE
2017-02-26 19:02:58,"President Trump’s budget outline calls for a surge in military spending and sharp cuts to nondefense agencies, including the E.P.A.",TRUE,FALSE
2017-02-27 0:20:31,"Talk about a Hollywood ending. ""Moonlight"" won the Oscar for best picture, but only after ""La La Land"" was mistakenly named the winner.",FALSE,TRUE
2017-02-28 17:45:45,"President Trump signaled a drastic shift, saying he is open to a plan to grant legal status to millions of undocumented immigrants",TRUE,FALSE
2017-02-28 20:52:30,President Trump is about to address a joint session of Congress for the first time. Join us for live video and analysis.,TRUE,FALSE
2017-02-28 23:25:55,"President Trump stuck to the script, and G.O.P. orthodoxy, in a speech to Congress that laid out a broad agenda but few specifics",TRUE,FALSE
2017-03-01 19:55:58,"In their final days, Obama aides spread intelligence on Trump associates and Russia across agencies as a trail for investigators",TRUE,FALSE
2017-03-02 9:29:07,Two House G.O.P. leaders urged the attorney general to recuse himself from an inquiry into Russian contacts with the Trump campaign,TRUE,FALSE
2017-03-02 14:52:16,President Trump said he had “total” confidence in his attorney general and wasn't aware of his contacts with Russia's ambassador,TRUE,FALSE
2017-03-02 16:12:54,The attorney general recused himself from any inquiry on Trump aides' Russian ties after his talks with the ambassador were revealed,TRUE,FALSE
